PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
a7p1w,3r4/p4pkp/6p1/4q3/8/2P5/PP3PPP/4R1K1 w - - 0 27,e1e5 d8d1 e5e1 d1e1,570,96,65,114,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/yDSBykQ8#53,
a7p4S,rb3r1k/1pq3p1/p1p1Q3/3pB3/2P1nP2/1P2p2P/P5P1/2R1R1K1 b - - 1 28,c7b6 e6h6 h8g8 h6g7,1411,75,97,23873,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/IFoHcrPe/black#56,
a7pBR,3r1k2/6pp/p2pBr2/2q1p3/4R3/1Q6/P5PP/3R3K w - - 2 28,b3e3 c5e3 e4e3 f6e6,1300,76,92,1370,advantage middlegame short,https://lichess.org/0m0Dhc9N#55,
a7pDB,4n3/4rk2/PQ4p1/8/4q3/8/6RP/7K b - - 0 50,e4f5 g2f2 f5f2 b6f2,1478,76,98,2775,advantage endgame pin short,https://lichess.org/Asgor6xN/black#100,
a7pHh,6k1/pbp3pp/1p2P2r/8/3P4/P1P1Q2q/1P4P1/5BRK w - - 0 28,e3h3 h6h3,698,77,92,128,endgame mate mateIn1 oneMove pin,https://lichess.org/8oVbADPF#55,
a7pHr,4rrk1/5ppp/1p2q3/1P1N4/p1PRPR2/P5Pb/7P/4Q2K w - - 1 28,d5c7 e6e5 c7e8 e5d4,1739,74,92,2325,advantage fork middlegame short,https://lichess.org/hiVFN1op#55,
a7pNy,r1bqr2k/pp3Qp1/2n1p2R/3pP1N1/5P2/2P5/P5PP/R1B3K1 b - - 0 17,g7h6 f7h7,848,79,86,81,mate mateIn1 middlegame oneMove,https://lichess.org/wRGFb8GW/black#34,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Declined
a7pPs,r2qkbnr/pbp2ppp/3p4/2p5/2Q1P3/5N2/PPP2PPP/RNB2RK1 b kq - 3 8,f8e7 c4b5 c7c6 b5b7,1182,89,87,70,advantage fork opening short,https://lichess.org/Lr5XkFUC/black#16,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
a7pQv,rn1qk2r/pp3ppp/4pb2/3p4/3P4/2NB1P1P/PPPQ1P2/R3K2R b KQkq - 0 11,f6d4 d3b5 e8f8 d2d4,985,79,90,420,advantage discoveredAttack middlegame short,https://lichess.org/OlY6lmF2/black#22,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
a7pX4,4Q3/p1R3pp/5pk1/5q2/8/7P/r5P1/7K b - - 8 38,g6g5 c7g7 g5h6 e8f8 f5b1 h1h2 b1b8 f8b8,2485,101,90,424,crushing endgame veryLong,https://lichess.org/thsKP6w3/black#76,
a7pbd,2rqr1k1/pp3pp1/5n1p/2b5/3N2b1/P1N5/1PQBBPPP/3R1RK1 b - - 0 16,c5d4 d2e3 e8e3 f2e3 d4e3 g1h1,2172,76,91,2283,crushing long middlegame,https://lichess.org/Nn1l2Q3M/black#32,Nimzo-Indian_Defense Nimzo-Indian_Defense_Other_variations
a7pm5,r1qr2k1/pp2bppp/5n2/2p1BP2/1P6/2Pp3P/P2Q2B1/RN3RK1 w - - 0 22,b4c5 c8c5 e5d4 d8d4 c3d4 c5d4,1481,74,93,838,crushing fork long middlegame,https://lichess.org/5yPIghUt#43,
a7pmx,8/3R4/1P6/P4p2/3ppkpP/1r6/5PK1/8 b - - 1 49,d4d3 b6b7 b3b2 a5a6,1734,76,93,548,advancedPawn crushing endgame rookEndgame short,https://lichess.org/vCWennV1/black#98,
a7ppO,r1b1k2r/pp4pp/2p5/5n2/2PppP2/4q3/PP1QB1PP/RN2R2K b kq - 1 17,c6c5 e2h5 g7g6 e1e3,1317,78,92,2849,advantage discoveredAttack middlegame short,https://lichess.org/d9szSgUP/black#34,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
a7q4I,3r1rk1/ppqnbppp/4p3/2ppN3/5PQ1/1P1PP3/PBP3PP/R4RK1 b - - 6 15,d7e5 b2e5 c7e5 f4e5,1053,76,93,1059,crushing middlegame short,https://lichess.org/RUG6hIJY/black#30,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation
a7q8e,4r1k1/2q2ppp/2bb4/3p1N2/p1pP4/7P/1PP2PP1/R1BQ2K1 w - - 0 24,d1g4 e8e1,1533,83,81,147,mate mateIn1 middlegame oneMove,https://lichess.org/pgt38wut#47,
a7q9P,8/1p6/p1p5/P7/1Pk1K3/8/5P2/8 b - - 0 52,c4b4 f2f4 b4c5 e4e5,1730,74,96,17805,crushing defensiveMove endgame pawnEndgame quietMove short,https://lichess.org/hjTyuf2G/black#104,
a7qC3,2r4r/pp3kb1/4q3/3pp1Qp/3n2pP/3B2B1/PP3PP1/4RRK1 b - - 4 24,e5e4 f2f3 g4f3 g2f3 h8f8 f3e4 f7g8 e4d5,2155,89,76,37,advantage discoveredAttack exposedKing middlegame veryLong,https://lichess.org/cCVdztVK/black#48,
a7qE7,3rr1k1/ppp2ppp/3bb1q1/3Nn3/2P1P3/1P5P/PB2BPP1/R2Q1RK1 w - - 5 15,f2f4 e6h3 f1f2 e5g4 e2g4 h3g4,2222,80,83,95,advantage long middlegame pin,https://lichess.org/BFa50Kku#29,Old_Indian_Defense Old_Indian_Defense_Ukrainian_Variation
a7qF1,3r4/7R/p4kp1/8/4R1P1/PPrn3P/2P2P2/1K6 b - - 2 28,d3f2 e4f4 f6g5 f4f2,1162,75,94,1251,crushing endgame fork short,https://lichess.org/Qrwi16HI/black#56,
a7qJz,4Q3/pR5p/3q3k/P1pP2r1/2P1p1n1/5p1P/5P2/4RB1K w - - 3 40,e8c6 g4f2,1069,81,94,1183,mate mateIn1 middlegame oneMove,https://lichess.org/mgNuvn2J#79,
a7qKo,6k1/p2q2rp/2pb4/3pp3/4pP2/2P4R/PP2QPK1/R7 w - - 1 26,h3g3 e5f4 g3g7 d7g7,1684,75,77,126,crushing endgame short,https://lichess.org/gXCElAGo#51,
a7qOg,rnbq2k1/ppp2ppp/8/3p1n2/3P4/N1PB1N2/PP1Q2PP/4R1K1 b - - 0 14,c7c6 d3f5 c8f5 d2g5 b8d7 g5f5,2220,81,90,1165,crushing long middlegame,https://lichess.org/2yQ0zjCL/black#28,French_Defense French_Defense_Exchange_Variation
a7qQ0,r3r1k1/5ppp/pp1q4/2p5/3pR3/3P1Q1P/PPP2PP1/4R1K1 b - - 1 21,d6d7 e4e7 d7e7 e1e7,1773,77,94,12520,crushing endgame short,https://lichess.org/e5h7NIfq/black#42,
a7qTe,8/6pk/p6p/4Pp2/4q3/P7/6PP/4Q2K w - - 2 40,e1e4 f5e4 h1g1 h7g6 e5e6 g6f6 e6e7 f6e7,1486,74,95,15358,crushing endgame veryLong,https://lichess.org/oxbqIUKf#79,
a7qZp,rn3bkr/2p1p1pp/p4n2/1p2N1q1/3P4/2P2PP1/PP2N2P/R2QK2b b Q - 0 13,h1g2 d1b3 f6d5 b3d5 e7e6 d5e6,1684,74,93,2491,fork long mate mateIn3 middlegame,https://lichess.org/m6fn0Z48/black#26,Scandinavian_Defense Scandinavian_Defense_Bronstein_Variation
a7qac,4r1k1/1pp2ppp/p5q1/4p3/1P2Pn2/PBPrQ3/3R2PP/3N2K1 w - - 0 25,d2d3 g6g2,948,93,93,706,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/QBnnQzAu#49,
a7qeU,r2q1rk1/ppp1b1p1/1n3n2/4p1N1/3P2b1/2NBP1Q1/PP3PPP/2KR3R b - - 3 13,g4d1 g5e6 d1g4 e6d8,1823,77,82,52,advantage fork master middlegame short,https://lichess.org/fV9ljD1q/black#26,Queens_Gambit_Declined Queens_Gambit_Declined_Three_Knights_Variation
a7qjp,4rk2/5p2/p1Q3p1/1p2q3/8/1P6/1PP5/1K5R b - - 11 37,e5e6 h1h8 f8g7 c6e8,1982,77,92,2966,crushing deflection endgame short,https://lichess.org/8gtqt3Ah/black#74,
a7qqy,6k1/1rq4p/6pP/p2Rp1Q1/3pPr2/P1p5/6P1/2R3K1 b - - 9 39,f4e4 d5d8 g8f7 c1f1 e4f4 f1f4 e5f4 g5d5,1552,75,78,158,advantage endgame veryLong,https://lichess.org/B4gsR65H/black#78,
a7qrW,2b1r2k/bp2q1p1/p1pQ2Rp/P1N2p1P/3p4/1P1B4/2P2PP1/5K2 w - - 1 27,g6h6 g7h6 d6h6 e7h7 h6f6 h7g7,1418,75,70,798,advantage long middlegame,https://lichess.org/DLO5bIeq#53,
a7qv8,5r1k/pp2pqrp/2p4Q/8/2P1R3/7P/PP3PP1/3R2K1 w - - 1 24,h6h4 f7f3 e4g4 f3d1,2154,82,73,36,crushing endgame pin short,https://lichess.org/bCws5OjY#47,
