PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
a7eV9,6k1/7p/p3q1p1/2bN1p2/4rP2/6PP/PP1Q3K/2R5 w - - 7 36,c1c5 e4e2 d2e2 e6e2,806,94,86,496,crushing endgame fork short,https://lichess.org/IseUkK1W#71,
a7eYq,r4rk1/pb2bppp/1p2p3/8/3q4/2NB2P1/PPQ2PP1/R2R2K1 b - - 3 17,e7c5 d3h7 g8h8 d1d4,906,88,79,259,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/r2KUOc1D/black#34,Horwitz_Defense Horwitz_Defense_Other_variations
a7ecT,5R2/pp6/2p1r2k/3r3p/8/PP2P3/3PK1R1/8 b - - 12 39,e6d6 f8h8,813,77,100,161,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/w7dw2781/black#78,
a7efl,r3k2r/pppb1p2/2p2p2/2b2qB1/7p/2NP3P/PPP1B1P1/R2QK2R w KQkq - 0 14,g5d2 f5f2,952,83,94,169,mate mateIn1 middlegame oneMove,https://lichess.org/RJhn2HZ0#27,Russian_Game Russian_Game_Stafford_Gambit
a7eke,r1b2k2/p2nq1r1/2p4Q/3pp3/8/3BR3/PPP2PPP/5RK1 b - - 1 22,e5e4 f2f3 f8g8 f3e4 d7e5 e4d5,2401,87,90,1115,advantage long middlegame,https://lichess.org/szQsvQ98/black#44,
a7enE,Q1kr3r/1p2q2p/2n3p1/2N1p3/1PNn4/2p5/P4PPP/R4RK1 b - - 3 25,c8c7 a8b7,1092,79,85,220,mate mateIn1 middlegame oneMove,https://lichess.org/KN8nFEEr/black#50,
a7enl,1qr5/4kpp1/1pr1p2p/3nQ3/3P4/P6P/1P3PP1/2R1R1K1 w - - 2 32,c1c6 b8e5 d4e5 c8c6,1330,75,93,1592,advantage endgame intermezzo short,https://lichess.org/XNpySsJX#63,
a7eoi,r3k2r/pp1nbppp/4p3/1q6/3PN1Q1/8/1P3PPP/R1B2RK1 b kq - 1 14,f7f5 g4g7 f5e4 g7h8,1731,191,33,4,crushing middlegame short,https://lichess.org/Lp2tVowR/black#28,Sicilian_Defense Sicilian_Defense_Alapin_Variation
a7esl,r3r1k1/pp3ppp/3q4/3pb3/6b1/N1P2N1P/PP3PP1/R2QR1K1 b - - 0 17,g4h5 g2g4 h5g6 e1e5 e8e5 a3c4 d6f6 c4e5,2539,83,92,2067,advantage attraction master middlegame sacrifice veryLong,https://lichess.org/fK73NuHa/black#34,Sicilian_Defense Sicilian_Defense_Old_Sicilian
a7eyh,r4rk1/pb2qpp1/1p2p2p/2p1n3/8/1BN1P2P/PPQ2PP1/R4RK1 b - - 1 16,e7g5 f2f4 g5g3 f4e5,1642,338,100,6,equality fork middlegame short,https://lichess.org/fcl1M2G9/black#32,
a7ez2,rnb3k1/ppp2ppp/8/3p2q1/3P2n1/1B2P1K1/PPP1N1P1/RN1Q1R2 w - - 3 12,g3f3 g5e3,1900,80,84,100,mate mateIn1 oneMove opening,https://lichess.org/YqjITmGv#23,French_Defense French_Defense_Other_variations
a7f3g,rn3k2/1b3r1N/p2RQ1p1/1pq1n3/8/8/PP3PPP/R5K1 b - - 0 23,f7h7 e6f6 f8g8 d6d8 c5f8 d8f8,2253,81,80,1703,exposedKing long mate mateIn3 middlegame,https://lichess.org/nmk4QSkU/black#46,
a7f5Q,8/8/4k2p/8/1N6/P6P/3pn1PK/6R1 w - - 4 45,g1a1 e2c1 b4a2 d2d1q,1902,208,100,5,advancedPawn endgame equality promotion quietMove short,https://lichess.org/AB3voF0U#89,
a7fAQ,5rk1/p1p2pq1/b5p1/5nN1/1bp1N3/7Q/PP1r1PP1/R5KR b - - 3 22,d2d4 e4f6 g7f6 h3h7,1245,75,100,564,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/A8lNkbt0/black#44,
a7fYh,8/Pk4p1/1P1brp2/8/5N2/1R2B3/2P2n1p/2K1R3 w - - 0 38,e3f2 e6e1 f2e1 d6f4,2223,77,87,192,crushing endgame short,https://lichess.org/YVBfYP5v#75,
a7fZq,r2q1rk1/p1p1bppp/3p1n2/1p2p3/3NP3/1B1P3P/PPPN1PP1/R1B1QbK1 b - - 0 13,f1g2 d4c6 d8e8 c6e7,2080,76,92,173,advantage middlegame short,https://lichess.org/dtiEs44e/black#26,Ruy_Lopez Ruy_Lopez_Berlin_Defense
a7fag,3r2k1/6p1/5p1p/3P1Nb1/P3pQP1/4P2P/1q4r1/3R1R1K w - - 4 35,f4c7 d8d7 d1b1 d7c7 b1b2 g2b2,2120,75,85,161,crushing long middlegame,https://lichess.org/Kpr9stU7#69,
a7fb3,4rk2/pp4R1/7p/8/2PB4/1P4Pn/P6r/3R1K2 w - - 2 40,g7h7 h2h1 f1g2 h1d1,1772,75,90,756,advantage endgame short skewer,https://lichess.org/hU7u9yvH#79,
a7fc0,6k1/R7/3p2Np/6QP/4p3/2P2nPR/5P2/1r3K2 w - - 1 37,f1e2 b1e1,1497,79,94,729,endgame hookMate mate mateIn1 oneMove,https://lichess.org/s9YTSqsf#73,
a7fdC,rnbqk2r/p3ppbp/1p3np1/2pp4/3P1P2/2PBPN2/PP1N2PP/R1BQK2R b KQkq - 1 7,c8a6 d3a6 b8a6 d1a4 d8d7 a4a6,1702,78,95,16337,advantage fork long middlegame,https://lichess.org/iidekEdA/black#14,Bird_Opening Bird_Opening_Dutch_Variation
a7fhv,3r2k1/r4p1p/pn2b3/R2B1N2/2P1p3/6P1/2P2P1P/3R2K1 b - - 0 24,b6d5 f5e3 d5e3 d1d8 g8g7 f2e3,2170,85,80,35,advantage long middlegame,https://lichess.org/wkzCbzRO/black#48,
a7fi6,8/2P3p1/p1K2k1p/8/1P4bP/6P1/8/8 b - - 2 53,g7g5 h4g5 h6g5 c6b7 f6e5 b7a6,2662,92,83,140,bishopEndgame crushing endgame long,https://lichess.org/Th3u20B1/black#106,
a7fnN,2rq1rk1/pp1nbpp1/4p2p/3pP3/3P1P2/1P3N2/P2N1QPP/4RRK1 b - - 2 16,d7c5 d4c5 e7c5 f3d4 c5d4 f2d4,1470,74,83,473,advantage long middlegame,https://lichess.org/PTkSV2VO/black#32,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
a7fny,r4rk1/pRp2ppp/3p2n1/3Pb3/4N1q1/3Q4/P1BB1PPP/6K1 b - - 0 22,g6h4 e4f6 g7f6 d3h7,978,79,93,504,discoveredAttack kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/6zAaX5TT/black#44,
a7fr4,5rk1/p1p2rp1/1p1pR3/3P1Pqp/3Q2P1/2P5/P6P/5R1K w - - 0 26,e6g6 g5g6 f5g6 f7f1 h1g2 f1f4,2306,88,90,860,crushing endgame long,https://lichess.org/58b6HCr8#51,
a7fuc,8/p7/1p1KP2k/3N2p1/1P6/P7/3r4/8 b - - 0 47,g5g4 e6e7 d2e2 d5f4 e2e7 d6e7,1919,94,71,48,advancedPawn crushing endgame long,https://lichess.org/WOaF0KvL/black#94,
a7g3N,2q1r2k/pp3p1B/3b1p2/3R4/8/2P2N1b/PPQ2PP1/7K w - - 0 24,d5d6 c8g4 g2h3 g4f3 h1h2 f3f4 h2g2 f4d6,2518,82,79,195,crushing fork middlegame veryLong,https://lichess.org/06zV8cN8#47,
a7g4W,4r3/p5b1/2pB1pk1/2Pp1ppp/3P3P/1R2PP2/P5P1/4qQK1 b - - 3 34,e1h4 g2g3 h4h3 f1h3,1350,75,93,990,crushing endgame master short trappedPiece,https://lichess.org/yEugrCcx/black#68,
a7g5X,4k1r1/2q2p1p/p1p1pp2/1pQ5/4P3/1B4R1/PP6/2R4K b - - 0 25,c7g3 c5c6 e8f8 c6c5 f8g7 c1g1,2555,99,91,1055,crushing endgame long pin,https://lichess.org/amPwNG4O/black#50,
a7gA7,3r2k1/pp3pp1/5q1p/1BQ1nn1P/8/P7/1P3PP1/2RR2K1 b - - 6 24,d8d1 c1d1 e5f3 g1f1,2490,83,71,70,crushing defensiveMove middlegame short,https://lichess.org/VYxNU3eW/black#48,
a7gDr,8/3b1pkp/6p1/8/R7/7P/5PP1/2r2BK1 w - - 3 34,a4c4 c1f1 g1f1 d7b5,1541,78,73,71,crushing endgame pin sacrifice short,https://lichess.org/dHFkWc9u#67,
a7gEj,r4rk1/pp5p/2p5/2P1QR1N/1P4P1/4p1KP/P3q3/8 b - - 0 33,f8f5 e5g7,1523,76,90,878,endgame master mate mateIn1 oneMove,https://lichess.org/1WpukaOx/black#66,
a7gH7,8/5k1p/p1p1pb2/1pP1B1p1/1P2PpP1/P4P2/6P1/6K1 w - - 1 28,e5f6 f7f6 g1f1 f6e5 f1e2 e5d4,1347,74,100,1819,crushing endgame long,https://lichess.org/14icezGJ#55,
a7gJ5,3q1rk1/4bp2/4pp1P/3p3P/1n1P3N/pP1r4/B1b1QP2/2K1R2R b - - 5 28,d8c7 e2g4 g8h8 g4g7,1416,88,60,41,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/AHr75e2C/black#56,
a7gPQ,2k5/3R1P2/2P2r2/2KP4/8/8/8/8 w - - 1 75,c6c7 c8d7 c7c8q d7c8 f7f8q f6f8,945,76,97,2145,crushing endgame hangingPiece long rookEndgame,https://lichess.org/ZAGDcbBh#149,
a7gPo,r5k1/pp3q2/3br2p/3p1p1p/3P3P/1QP2N2/PP1B1PP1/R5K1 w - - 4 23,b3d5 e6e1 a1e1 f7d5,1083,75,98,3062,advantage discoveredAttack middlegame short,https://lichess.org/XNix8hXh#45,
a7gWM,rq2r1k1/1b1nbppp/pp3n2/3p4/4P3/N1N1BP2/PP2B1PP/2RRQ2K w - - 0 19,e4d5 e7a3 b2a3 e8e3,1794,76,96,5050,crushing discoveredAttack master opening short,https://lichess.org/n1xWrq2w#37,
a7gWr,3r2k1/1Q3ppp/P3p3/8/1B4b1/8/1P2q1PP/R5K1 w - - 5 30,a6a7 d8d1 a1d1 e2d1,1318,108,85,46,crushing endgame short,https://lichess.org/mh5p4yNU#59,
a7gdH,5k2/6bp/5pp1/3rp3/8/5N1Q/PPP2PPP/6K1 w - - 0 28,h3h7 d5d1 f3e1 d1e1,456,90,83,54,backRankMate endgame mate mateIn2 short,https://lichess.org/xuhpbRaG#55,
a7gdI,r4rk1/pp3ppp/2pp3b/8/3PPN1q/1P3R1P/1PPQ2P1/R5K1 b - - 0 21,g7g5 g2g3 g5g4 g3h4,1458,133,-33,45,crushing middlegame short trappedPiece,https://lichess.org/ghQCLntJ/black#42,
a7gep,8/4pr2/6p1/1K6/5k2/P7/8/4R3 b - - 4 47,e7e5 e1f1 f4g4 f1f7,967,76,97,1014,crushing endgame rookEndgame short skewer,https://lichess.org/uZU6vXMp/black#94,
a7ggH,2r2rk1/pb2bpp1/1qp1pn1p/1p2PP2/4N3/3BP3/PPQB2PP/2R2RK1 b - - 0 16,f6d5 f5f6,1401,157,-11,7,crushing middlegame oneMove,https://lichess.org/YjCorWGo/black#32,Queens_Gambit_Declined Queens_Gambit_Declined_Queens_Knight_Variation
a7gmY,2r1r3/1p3pk1/p6p/3q1p2/1P1p4/2P5/1P1Q1PPP/R3R1K1 w - - 0 26,a1a5 d4c3 d2c3 c8c3,1912,74,94,477,crushing endgame master short,https://lichess.org/RCDcqbZ5#51,
a7gnm,2k3r1/ppqn1Q1r/2p2n2/4P3/PP2PB1p/5P2/4B1P1/2R2RK1 w - - 3 28,e5f6 c7b6 g1h1 h7f7,1920,101,44,19,advantage middlegame short,https://lichess.org/TodtHuY6#55,
a7gpf,5r2/8/7p/P1R3p1/1P2k3/3p4/5PK1/8 w - - 0 45,c5c1 d3d2 c1d1 e4d3,1399,82,86,39,advancedPawn crushing defensiveMove endgame rookEndgame short,https://lichess.org/5WbKfcUE#89,
a7gs5,Q3nqk1/3b1r2/2Np1b2/1N1Pp2p/1B2Pp1n/5P2/4B1Pp/R5K1 w - - 0 31,g1h2 f8g7 a1g1 h4f5 b4e1 f5g3,2940,111,90,290,crushing long middlegame quietMove,https://lichess.org/3gzZp71t#61,
a7gwP,1kbr3r/1pp1qp2/p1p4p/2NnPPp1/P7/4B2P/1PP1Q1P1/R4RK1 b - - 0 20,e7e5 c5d7 d8d7 e3a7 b8a7 e2e5,2244,76,94,4978,advantage clearance discoveredAttack long middlegame queensideAttack sacrifice,https://lichess.org/YKLULL8C/black#40,
a7h3C,r5k1/2P2ppp/3N4/8/4b3/4P3/3q1PPP/3R2K1 w - - 4 32,d1d2 a8a1 d2d1 a1d1,537,98,89,362,endgame mate mateIn2 short,https://lichess.org/S7xQIaNK#63,
a7h8Q,r1bq1rk1/4bppp/p2p4/1p2n2n/2pPP3/2P1B3/PPB2PPP/RN1QR1K1 w - - 0 14,d1h5 c8g4 h5g4 e5g4,1383,74,94,867,crushing opening short trappedPiece,https://lichess.org/QoSkDprU#27,Sicilian_Defense Sicilian_Defense_Modern_Variations
a7hFj,4rr1k/2b1q1p1/2p3Q1/pp2P3/N1bp2P1/5NBP/PP4K1/4RR2 b - - 0 31,c4f1 e1f1 e7f7 g6f7 f8f7 a4c5,2240,86,77,36,crushing defensiveMove long middlegame,https://lichess.org/J8BqI1w3/black#62,
a7hGB,r3r1k1/p4p1p/2pp1QnB/7b/2q5/8/PP5P/1K4R1 b - - 3 28,c4d3 b1a1 d3d4 f6d4,1397,76,74,426,advantage middlegame short,https://lichess.org/8bAqMHl8/black#56,
a7hPE,8/pr1n1kpp/4p3/4p3/2PpP3/P4P2/2K1N1PP/7R w - - 2 28,h1b1 d4d3 c2d3 b7b1,1403,76,84,330,crushing deflection endgame short,https://lichess.org/INJPRLYb#55,
a7hRq,6k1/p5p1/2p2pp1/1q1p4/4rbP1/B1P2Q1P/PP3P2/3R2K1 w - - 8 30,d1d4 e4e1 g1g2 b5f1,974,76,89,80,endgame kingsideAttack mate mateIn2 short,https://lichess.org/QVv0rAfC#59,
a7hW7,5rk1/8/P2p3p/1R1P2p1/4Nn2/8/1Pr4P/5RK1 w - - 0 34,a6a7 f4h3 g1h1 f8f1,1605,74,93,1591,deflection discoveredAttack endgame mate mateIn2 short,https://lichess.org/pV1B78yU#67,
a7hZ5,8/8/4k3/R6P/1p1K4/1P1P2b1/2p5/8 w - - 0 44,a5a1 g3e5 d4e3 e5a1,1059,84,93,611,crushing endgame master masterVsMaster short skewer,https://lichess.org/RwSNG4TY#87,
a7hZY,2r3k1/pp3p1p/3p2P1/8/b5P1/PqP1r3/1P1QB3/RK5R b - - 0 25,f7g6 e2d1 b3e6 d1a4 e6e4 b1a2,2551,87,79,56,advantage defensiveMove long middlegame skewer,https://lichess.org/GCtwhLRy/black#50,
a7hkq,r1q1k2r/bpp3p1/p1np2Q1/2Pnp1N1/1P6/P5P1/1B1PP1K1/1R1R4 b kq - 1 19,e8d7 g6e6 d7d8 g5f7,1794,75,96,3082,fork mate mateIn2 middlegame short,https://lichess.org/oaYoyDto/black#38,
a7hlJ,r4rk1/pp3ppp/2n2q2/5b2/1b6/2N1PN2/PPQ2PPP/R3KB1R w KQ - 1 13,f1d3 b4c3 c2c3 f6c3 b2c3 f5d3,2018,76,77,199,advantage long middlegame,https://lichess.org/2SFpF3zU#25,Queens_Gambit_Declined Queens_Gambit_Declined_Semi-Tarrasch_Defense
a7hlP,r3r3/pp2k1pp/n1pbbp2/3nN3/3P4/P1N3B1/1P2PPBP/R4RK1 w - - 0 17,e5c4 d6g3 h2g3 d5c3 b2c3 e6c4,1766,76,95,12755,advantage discoveredAttack long master middlegame,https://lichess.org/Wd24Magr#33,Grob_Opening Grob_Opening_Grob_Gambit
a7ho2,3r2k1/1p3ppp/p1b1p3/P2n1q2/4B3/Q2R2P1/5P1P/4R1K1 b - - 13 40,f5e5 e4h7 g8h7 e1e5,1045,79,91,2543,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/iBEiwvdy/black#80,
a7hqh,1b4k1/1p3ppp/5r2/p2p1N2/4r3/P3B2q/1PQ1K3/R4R2 b - - 1 30,f6f5 c2c8 e4e8 c8e8,840,91,96,1329,fork master mate mateIn2 middlegame short,https://lichess.org/ktvGV1jI/black#60,
a7htR,8/2p2kp1/1p1p3p/4p3/PP6/2r3P1/R1P3K1/8 b - - 0 31,d6d5 a4a5 b6a5 b4a5 c3c6 a5a6 c6d6 a6a7,1173,77,70,98,advancedPawn crushing endgame rookEndgame veryLong,https://lichess.org/311hxVVQ/black#62,
a7hwX,8/8/6p1/ppk1pp1p/4P2P/1PPK2P1/P7/8 w - - 0 37,a2a3 f5e4 d3e4 c5d6,2684,104,91,571,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/5fJvVAEt#73,
a7i4h,2kr2r1/ppp2p2/7q/3b4/3Q4/4P1P1/PP2BP1P/3R1RK1 w - - 1 21,d4a7 h6h2 g1h2 g8h8 e2h5 h8h5 h2g1 h5h1,1843,75,95,821,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/hmtt1Lic#41,
a7i74,8/r4kpp/2p2p2/p2n4/2N3P1/1P3P2/1P3K1P/R7 b - - 17 40,a7b7 c4d6 f7e7 d6b7,920,95,69,42,crushing endgame fork master masterVsMaster short,https://lichess.org/UOgudqtn/black#80,
a7i8O,8/8/4pp2/3k2pp/3P4/4KPPP/8/8 w - - 0 48,h3h4 g5h4 g3h4 e6e5 d4e5 d5e5,2150,446,11,1,crushing endgame long pawnEndgame,https://lichess.org/ixGB5PzC#95,
a7i8s,r2q1rk1/1b2bppn/p1p4p/1p2pP2/4P1P1/P1NBB1Q1/1PP4P/R4RK1 w - - 3 17,g3e5 e7d6 e5d6 d8d6,1589,79,89,878,crushing master middlegame short,https://lichess.org/glRNFvyx#33,Sicilian_Defense Sicilian_Defense_Kan_Variation
a7iAv,r1b2rk1/1p3ppp/p1nRp3/2R5/8/P4NP1/BP5P/6K1 b - - 0 18,f8d8 c5c6 d8d6 c6d6,1509,74,92,3424,advantage middlegame short,https://lichess.org/4hjwQCA3/black#36,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
a7iBC,2R5/2p3rk/1p1p4/6p1/2R5/2PP3p/r4P1B/6K1 w - - 0 37,c8c7 a2a1,556,95,95,978,endgame mate mateIn1 oneMove,https://lichess.org/nFfolkeV#73,
a7iCa,7k/2p3pp/p4r2/1p2N3/4p2q/P1Pr1p2/1PQ2RP1/5RK1 b - - 5 36,f6h6 e5f7 h8g8 f7h6,1035,77,97,2535,crushing fork middlegame short,https://lichess.org/v5xVJte9/black#72,
a7iEA,3rr1k1/1pp2ppp/p1p2n2/5N2/4Q1P1/1P2P2P/PB2NPRb/R2q1K2 w - - 1 21,a1d1 d8d1,624,83,100,60,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/u3SaAuVJ#41,
a7iG8,8/1p4pk/3p4/p7/3Pq1B1/2P2R1P/1P4K1/8 b - - 1 32,b7b5 g4f5 e4f5 f3f5,967,114,88,24,crushing endgame fork short,https://lichess.org/SQoF6wZM/black#64,
a7iKd,rnb2bk1/ppp2p2/4pnp1/6N1/3qN3/7Q/PPP1BPPP/R4RK1 b - - 1 16,f6e4 h3h7,909,90,94,500,mate mateIn1 middlegame oneMove,https://lichess.org/TWtInb7I/black#32,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
a7iO0,4r2k/p5b1/1pQ2R1p/6pq/2p5/7N/PPP2PK1/3r2R1 b - - 2 29,h5g4 g2h2 g4e4 f6h6 g7h6 c6h6,1998,75,95,1140,advantage exposedKing long middlegame,https://lichess.org/TqOsUHsY/black#58,
a7iPm,6r1/pb1qb3/1p1p3k/2p1p2p/4Pp2/1QPP1N1P/PP2KPrN/2R3R1 b - - 3 28,d7h3 b3g8 g2g8 g1g8,2146,91,100,37,advantage middlegame short xRayAttack,https://lichess.org/m3CiJaUm/black#56,
a7iQj,1k6/p1p5/8/3P1pp1/2P5/P3K1n1/1P6/6B1 w - - 0 38,g1h2 g3f1 e3d4 f1h2,789,76,84,90,crushing endgame fork master short,https://lichess.org/RxryBFgY#75,
a7iZ0,4r1k1/4qppp/5n2/1Np1n3/p7/P1Q4P/BPP2PP1/4R1K1 w - - 1 27,f2f4 e5f3 g2f3 e7e1 c3e1 e8e1,804,90,93,640,crushing discoveredAttack kingsideAttack long middlegame,https://lichess.org/22OOcBxw#53,
a7ic0,1br3k1/5qpp/r1P5/p4p2/P3pP2/1P2B1PP/2Q2P2/2R3K1 b - - 2 35,f7g6 c2c4 g6f7 c4a6,914,77,100,173,advantage fork middlegame short,https://lichess.org/ew4xEtiL/black#70,
a7ifr,2kr3r/ppqn1pp1/7p/3P1b2/4R3/B4N2/P1P2PPP/R2Q2K1 w - - 1 17,e4a4 f5c2 d1d4 c2a4,1700,333,100,7,equality fork middlegame short,https://lichess.org/A7LmEYnC#33,
a7ihZ,8/pr2p2p/2k2pp1/R7/2K4P/1P2P1P1/5P2/8 b - - 6 31,c6b6 a5b5 b6c6 b5b7,1006,95,91,1745,crushing endgame master rookEndgame short,https://lichess.org/3Iteev7m/black#62,
a7iiw,r2q3r/p1p1b1k1/1p1pp2p/n1Pb2pB/3P4/2P1P1B1/P1Q2PPP/R4RK1 b - - 2 17,d8g8 c5d6 c7d6 g3d6 g8h7 c2h7 g7h7 d6e7,2760,88,92,873,advantage middlegame veryLong,https://lichess.org/DkkR6qs3/black#34,Nimzo-Indian_Defense Nimzo-Indian_Defense_Three_Knights_Variation
a7iuv,r4rk1/3b1ppp/n1p5/p5Bn/Pp2P3/1P1Q1P2/R2NB1Pq/5KR1 w - - 8 20,d3d7 h5g3 f1f2 g3e2,1502,95,-5,28,advantage middlegame short,https://lichess.org/J4oAnKyA#39,
a7ivU,6r1/8/8/8/5k1K/4R3/8/8 w - - 13 74,e3e7 g8h8 e7h7 h8h7,1332,77,86,2201,endgame mate mateIn2 rookEndgame short,https://lichess.org/4TxFQQSw#147,
a7iwC,4r3/Q4R1p/2p3pk/1p2q3/6B1/6P1/1P3p2/6K1 w - - 0 37,f7f2 e5g3 g1f1 g3g4 f2h2 h6g5 h2g2 e8e1 f1e1 g4g2,1858,76,86,104,advantage deflection endgame exposedKing fork veryLong,https://lichess.org/KS0QNn2m#73,
a7j1I,Q7/4ppkp/8/1P4p1/5n2/5B1P/1br2PP1/5K1R w - - 3 26,g2g3 c2c1 f3d1 c1d1,1006,80,83,107,endgame mate mateIn2 short,https://lichess.org/UIkN5kIu#51,
a7j2J,rnbq1rk1/ppp3pp/3p1n2/4p3/4P3/2B2N1P/PPP1BPP1/R2QK2R b KQ - 0 9,f6e4 d1d5 g8h8 d5e4,1267,94,74,55,crushing fork opening short,https://lichess.org/S2SfToJr/black#18,Latvian_Gambit Latvian_Gambit_Other_variations
a7j4t,8/8/6p1/R4pk1/8/5KP1/3n4/8 w - - 4 68,f3e3 d2c4 e3e2 c4a5,836,92,91,686,crushing endgame fork master short,https://lichess.org/ViZ3S9up#135,
a7j7P,8/4k2p/1R3p2/7r/3PPP2/4K3/7P/8 w - - 5 44,b6b2 h5h3 e3d2 h3h2 d2c3 h2b2,1154,84,83,69,crushing endgame interference long master rookEndgame,https://lichess.org/7YdZfV0x#87,
a7j95,r3k2r/pp1qb1p1/2n3p1/3p2P1/3P1p2/5N1P/PP1B1PK1/2RQR3 w kq - 0 20,d2f4 d7h3 g2g1 h3h1,1285,76,55,132,mate mateIn2 middlegame short,https://lichess.org/sDat73G4#39,
a7jCZ,5rk1/p5pp/4p3/1b2P1q1/2prB1P1/2R3KP/PP4Q1/5R2 b - - 7 29,h7h5 f1f8 g8f8 g2f2,1922,75,94,1184,attraction crushing kingsideAttack middlegame short,https://lichess.org/UP2qi8Rd/black#58,
a7jIK,8/rPR5/2P1kp2/4p1pp/4b3/2P5/3R1P1P/6K1 w - - 0 36,b7b8q a7a1 b8b1 a1b1 d2d1 b1d1,715,90,86,366,endgame long mate mateIn3,https://lichess.org/ncXvlHfP#71,
a7jJl,4k2r/p4ppp/1qrPp3/2p5/QP1p4/3n2B1/P4PPP/2R1R1K1 b k - 0 20,d3e1 c1c5 e8d7 c5b5 e6e5 b5b6,2773,86,85,332,crushing long middlegame pin,https://lichess.org/g92DxB2i/black#40,
a7jUN,r1b2rk1/1pp2ppp/pq1p4/3N4/2Q1P3/8/PPPB1bPP/1K1R3R b - - 1 16,b6c6 d5e7 g8h8 e7c6,919,96,51,569,crushing fork middlegame short,https://lichess.org/unN0qRBu/black#32,Scotch_Game Scotch_Game_Classical_Variation
a7jXE,2r1r2k/6b1/6p1/2pR3p/p1P5/Pp1BP1R1/1P5q/1K2Q3 w - - 2 39,d3g6 h2b2,1496,76,97,5353,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/Qd6PZ72O#77,
a7jaV,8/8/3K4/7p/2P4k/p7/P7/8 b - - 0 49,h4g4 c4c5 h5h4 c5c6 g4g3 c6c7,515,99,91,392,advancedPawn crushing endgame long pawnEndgame quietMove,https://lichess.org/pX52YE9K/black#98,
a7jbx,r3r3/p1q1bkpQ/1p2p3/2p1P1p1/3P3B/2P1P3/PP5P/R5K1 b - - 1 20,e8h8 a1f1 f7e8 h7h8 e8d7 h8a8,1371,76,92,895,advantage interference long middlegame skewer,https://lichess.org/ncnrhkrq/black#40,
a7jly,r3kbnr/p2bp2p/2n5/q1Npp2p/3P4/8/PP3PPP/R2Q1KNR b kq - 1 15,c6d4 d1h5 e8d8 c5b7 d8c7 b7a5,1600,74,88,845,advantage fork long opening,https://lichess.org/58RFzLTG/black#30,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
a7jzC,5nk1/pp3pb1/2p2npp/8/1qP1p3/1PN1P1P1/PBQ2PBP/6K1 w - - 2 22,c3e4 b4e1 g2f1 f6e4 c2e4 g7b2,1092,75,97,6068,advantage deflection discoveredAttack long middlegame,https://lichess.org/aW0lo6CW#43,
a7jzo,r3kb1r/pp2pppp/1q6/3p4/3Nn3/1P6/P1PBBPPP/R2QK2R b KQkq - 0 11,b6d4 e2b5 e8d8 d2a5,746,78,100,252,middlegame,https://lichess.org/Tahee7ZW/black#22,Queens_Pawn_Game Queens_Pawn_Game_London_System
a7k0L,5r2/pk1r4/2R2b2/P3ppp1/1P5p/8/4NPKP/2R5 b - - 0 31,f6d8 a5a6 b7b8 c6c8,1172,73,96,13479,endgame mate mateIn2 short,https://lichess.org/0wW11mHH/black#62,
a7k0p,r7/1b2b3/2kp4/1p2pq1p/2p3p1/P1Q2P2/1P3BPP/2KRR3 w - - 0 36,c3e3 e7g5 e3g5 f5g5,1237,76,85,1063,crushing middlegame pin short,https://lichess.org/nDavAcdw#71,
a7k1F,6k1/3b1rpp/2p5/p1B3N1/P2p2P1/3P1n1P/2r2PK1/1R6 b - - 3 32,f3g5 b1b8 d7c8 b8c8 f7f8 c8f8,657,78,100,100,endgame long mate mateIn3,https://lichess.org/c6yIDsjX/black#64,
a7k2P,2r3k1/5pqp/p3p1p1/1p2N1Q1/6Pn/8/5P2/5RK1 b - - 4 31,c8c5 g5d8 g7f8 d8f8 g8f8 e5d7 f8g7 d7c5,1355,77,96,17352,advantage attraction endgame fork veryLong,https://lichess.org/0n5VXHmQ/black#62,
a7k87,6rk/1p1q3n/p2b1r1p/3Q4/1P1PpP2/2P1P2P/RB1n1RB1/6K1 b - - 2 32,d7h3 d5g8 h8g8 g2h3,1297,75,78,280,advantage middlegame short,https://lichess.org/JriSJke6/black#64,
a7kAT,r6k/6Rp/5q2/1Q1p1N2/p3pP2/4b3/P1P3PP/7K w - - 1 27,b5b7 f6a1 b7b1 a1b1,1406,86,67,184,backRankMate endgame mate mateIn2 short,https://lichess.org/xYzeDeOC#53,
